timestamp,service,total,2xx,4xx,5xx,resets,rq_time_sum_ms,rq_time_count,rq_time_buckets
2026-09-26T19:55:25Z,recommendationservice,953812,764050,0,0,189762,362843262,764050,"{""0.5"":0,""1"":0,""5"":536,""10"":4724,""25"":8673,""50"":11182,""100"":13517,""250"":17044,""500"":269937,""1000"":764050,""2500"":764050,""5000"":764050,""10000"":764050,""30000"":764050,""60000"":764050,""300000"":764050,""600000"":764050,""1800000"":764050,""3600000"":764050,""+Inf"":764050}"
2026-09-26T19:55:25Z,redis-cart,0,0,0,0,0,0,0,
2026-09-26T19:55:25Z,shippingservice,200461,200454,0,0,7,155177,200454,"{""0.5"":76245,""1"":76245,""5"":199428,""10"":200370,""25"":200450,""50"":200454,""100"":200454,""250"":200454,""500"":200454,""1000"":200454,""2500"":200454,""5000"":200454,""10000"":200454,""30000"":200454,""60000"":200454,""300000"":200454,""600000"":200454,""1800000"":200454,""3600000"":200454,""+Inf"":200454}"
2026-09-26T19:55:26Z,adservice,147419,147417,0,0,3,199175,147416,"{""0.5"":9638,""1"":9638,""5"":145197,""10"":146879,""25"":147128,""50"":147322,""100"":147409,""250"":147416,""500"":147416,""1000"":147416,""2500"":147416,""5000"":147416,""10000"":147416,""30000"":147416,""60000"":147416,""300000"":147416,""600000"":147416,""1800000"":147416,""3600000"":147416,""+Inf"":147416}"
2026-09-26T19:55:26Z,cartservice,538492,538491,0,0,1,1309354,538491,"{""0.5"":25,""1"":25,""5"":500950,""10"":536529,""25"":538485,""50"":538485,""100"":538485,""250"":538485,""500"":538491,""1000"":538491,""2500"":538491,""5000"":538491,""10000"":538491,""30000"":538491,""60000"":538491,""300000"":538491,""600000"":538491,""1800000"":538491,""3600000"":538491,""+Inf"":538491}"
2026-09-26T19:55:26Z,checkoutservice,44125,44038,0,0,87,2857761,44038,"{""0.5"":0,""1"":0,""5"":0,""10"":0,""25"":0,""50"":20708,""100"":40427,""250"":43074,""500"":43981,""1000"":44038,""2500"":44038,""5000"":44038,""10000"":44038,""30000"":44038,""60000"":44038,""300000"":44038,""600000"":44038,""1800000"":44038,""3600000"":44038,""+Inf"":44038}"
2026-09-26T19:55:26Z,currencyservice,866186,866163,0,0,23,2678667,866163,"{""0.5"":31725,""1"":31725,""5"":739897,""10"":833782,""25"":857938,""50"":863289,""100"":866093,""250"":866163,""500"":866163,""1000"":866163,""2500"":866163,""5000"":866163,""10000"":866163,""30000"":866163,""60000"":866163,""300000"":866163,""600000"":866163,""1800000"":866163,""3600000"":866163,""+Inf"":866163}"
2026-09-26T19:55:26Z,emailservice,44118,44013,0,0,105,376767,44013,"{""0.5"":1,""1"":1,""5"":37278,""10"":40436,""25"":41170,""50"":41962,""100"":43069,""250"":43914,""500"":44013,""1000"":44013,""2500"":44013,""5000"":44013,""10000"":44013,""30000"":44013,""60000"":44013,""300000"":44013,""600000"":44013,""1800000"":44013,""3600000"":44013,""+Inf"":44013}"
2026-09-26T19:55:26Z,frontend,520557,329824,0,189746,987,498674828,519570,"{""0.5"":0,""1"":0,""5"":3841,""10"":14466,""25"":21211,""50"":25914,""100"":34851,""250"":40121,""500"":63706,""1000"":293256,""2500"":519570,""5000"":519570,""10000"":519570,""30000"":519570,""60000"":519570,""300000"":519570,""600000"":519570,""1800000"":519570,""3600000"":519570,""+Inf"":519570}"
2026-09-26T19:55:26Z,paymentservice,44125,44125,0,0,0,167323,44125,"{""0.5"":157,""1"":157,""5"":41960,""10"":42986,""25"":43216,""50"":43464,""100"":43788,""250"":44087,""500"":44125,""1000"":44125,""2500"":44125,""5000"":44125,""10000"":44125,""30000"":44125,""60000"":44125,""300000"":44125,""600000"":44125,""1800000"":44125,""3600000"":44125,""+Inf"":44125}"
2026-09-26T19:55:26Z,productcatalogservice,2278884,2278851,0,0,33,6097015,2278851,"{""0.5"":358285,""1"":358285,""5"":1859320,""10"":2252316,""25"":2278465,""50"":2278829,""100"":2278851,""250"":2278851,""500"":2278851,""1000"":2278851,""2500"":2278851,""5000"":2278851,""10000"":2278851,""30000"":2278851,""60000"":2278851,""300000"":2278851,""600000"":2278851,""1800000"":2278851,""3600000"":2278851,""+Inf"":2278851}"
2026-09-26T19:55:26Z,recommendationservice,953812,764050,0,0,189762,362843262,764050,"{""0.5"":0,""1"":0,""5"":536,""10"":4724,""25"":8673,""50"":11182,""100"":13517,""250"":17044,""500"":269937,""1000"":764050,""2500"":764050,""5000"":764050,""10000"":764050,""30000"":764050,""60000"":764050,""300000"":764050,""600000"":764050,""1800000"":764050,""3600000"":764050,""+Inf"":764050}"
2026-09-26T19:55:26Z,redis-cart,0,0,0,0,0,0,0,
2026-09-26T19:55:26Z,shippingservice,200461,200454,0,0,7,155177,200454,"{""0.5"":76245,""1"":76245,""5"":199428,""10"":200370,""25"":200450,""50"":200454,""100"":200454,""250"":200454,""500"":200454,""1000"":200454,""2500"":200454,""5000"":200454,""10000"":200454,""30000"":200454,""60000"":200454,""300000"":200454,""600000"":200454,""1800000"":200454,""3600000"":200454,""+Inf"":200454}"
2026-09-26T19:55:27Z,adservice,147419,147417,0,0,3,199175,147416,"{""0.5"":9638,""1"":9638,""5"":145197,""10"":146879,""25"":147128,""50"":147322,""100"":147409,""250"":147416,""500"":147416,""1000"":147416,""2500"":147416,""5000"":147416,""10000"":147416,""30000"":147416,""60000"":147416,""300000"":147416,""600000"":147416,""1800000"":147416,""3600000"":147416,""+Inf"":147416}"
2026-09-26T19:55:27Z,cartservice,538492,538491,0,0,1,1309354,538491,"{""0.5"":25,""1"":25,""5"":500950,""10"":536529,""25"":538485,""50"":538485,""100"":538485,""250"":538485,""500"":538491,""1000"":538491,""2500"":538491,""5000"":538491,""10000"":538491,""30000"":538491,""60000"":538491,""300000"":538491,""600000"":538491,""1800000"":538491,""3600000"":538491,""+Inf"":538491}"
2026-09-26T19:55:27Z,checkoutservice,44125,44038,0,0,87,2857761,44038,"{""0.5"":0,""1"":0,""5"":0,""10"":0,""25"":0,""50"":20708,""100"":40427,""250"":43074,""500"":43981,""1000"":44038,""2500"":44038,""5000"":44038,""10000"":44038,""30000"":44038,""60000"":44038,""300000"":44038,""600000"":44038,""1800000"":44038,""3600000"":44038,""+Inf"":44038}"
2026-09-26T19:55:27Z,currencyservice,866186,866163,0,0,23,2678667,866163,"{""0.5"":31725,""1"":31725,""5"":739897,""10"":833782,""25"":857938,""50"":863289,""100"":866093,""250"":866163,""500"":866163,""1000"":866163,""2500"":866163,""5000"":866163,""10000"":866163,""30000"":866163,""60000"":866163,""300000"":866163,""600000"":866163,""1800000"":866163,""3600000"":866163,""+Inf"":866163}"
2026-09-26T19:55:27Z,emailservice,44118,44013,0,0,105,376767,44013,"{""0.5"":1,""1"":1,""5"":37278,""10"":40436,""25"":41170,""50"":41962,""100"":43069,""250"":43914,""500"":44013,""1000"":44013,""2500"":44013,""5000"":44013,""10000"":44013,""30000"":44013,""60000"":44013,""300000"":44013,""600000"":44013,""1800000"":44013,""3600000"":44013,""+Inf"":44013}"
2026-09-26T19:55:27Z,frontend,520557,329824,0,189746,987,498674828,519570,"{""0.5"":0,""1"":0,""5"":3841,""10"":14466,""25"":21211,""50"":25914,""100"":34851,""250"":40121,""500"":63706,""1000"":293256,""2500"":519570,""5000"":519570,""10000"":519570,""30000"":519570,""60000"":519570,""300000"":519570,""600000"":519570,""1800000"":519570,""3600000"":519570,""+Inf"":519570}"
2026-09-26T19:55:27Z,paymentservice,44125,44125,0,0,0,167323,44125,"{""0.5"":157,""1"":157,""5"":41960,""10"":42986,""25"":43216,""50"":43464,""100"":43788,""250"":44087,""500"":44125,""1000"":44125,""2500"":44125,""5000"":44125,""10000"":44125,""30000"":44125,""60000"":44125,""300000"":44125,""600000"":44125,""1800000"":44125,""3600000"":44125,""+Inf"":44125}"
2026-09-26T19:55:27Z,productcatalogservice,2278884,2278851,0,0,33,6097015,2278851,"{""0.5"":358285,""1"":358285,""5"":1859320,""10"":2252316,""25"":2278465,""50"":2278829,""100"":2278851,""250"":2278851,""500"":2278851,""1000"":2278851,""2500"":2278851,""5000"":2278851,""10000"":2278851,""30000"":2278851,""60000"":2278851,""300000"":2278851,""600000"":2278851,""1800000"":2278851,""3600000"":2278851,""+Inf"":2278851}"
2026-09-26T19:55:27Z,recommendationservice,953812,764050,0,0,189762,362843262,764050,"{""0.5"":0,""1"":0,""5"":536,""10"":4724,""25"":8673,""50"":11182,""100"":13517,""250"":17044,""500"":269937,""1000"":764050,""2500"":764050,""5000"":764050,""10000"":764050,""30000"":764050,""60000"":764050,""300000"":764050,""600000"":764050,""1800000"":764050,""3600000"":764050,""+Inf"":764050}"
2026-09-26T19:55:27Z,redis-cart,0,0,0,0,0,0,0,
2026-09-26T19:55:27Z,shippingservice,200461,200454,0,0,7,155177,200454,"{""0.5"":76245,""1"":76245,""5"":199428,""10"":200370,""25"":200450,""50"":200454,""100"":200454,""250"":200454,""500"":200454,""1000"":200454,""2500"":200454,""5000"":200454,""10000"":200454,""30000"":200454,""60000"":200454,""300000"":200454,""600000"":200454,""1800000"":200454,""3600000"":200454,""+Inf"":200454}"
2026-09-26T19:55:28Z,adservice,147419,147417,0,0,3,199175,147416,"{""0.5"":9638,""1"":9638,""5"":145197,""10"":146879,""25"":147128,""50"":147322,""100"":147409,""250"":147416,""500"":147416,""1000"":147416,""2500"":147416,""5000"":147416,""10000"":147416,""30000"":147416,""60000"":147416,""300000"":147416,""600000"":147416,""1800000"":147416,""3600000"":147416,""+Inf"":147416}"
2026-09-26T19:55:28Z,cartservice,538492,538491,0,0,1,1309354,538491,"{""0.5"":25,""1"":25,""5"":500950,""10"":536529,""25"":538485,""50"":538485,""100"":538485,""250"":538485,""500"":538491,""1000"":538491,""2500"":538491,""5000"":538491,""10000"":538491,""30000"":538491,""60000"":538491,""300000"":538491,""600000"":538491,""1800000"":538491,""3600000"":538491,""+Inf"":538491}"
2026-09-26T19:55:28Z,checkoutservice,44125,44038,0,0,87,2857761,44038,"{""0.5"":0,""1"":0,""5"":0,""10"":0,""25"":0,""50"":20708,""100"":40427,""250"":43074,""500"":43981,""1000"":44038,""2500"":44038,""5000"":44038,""10000"":44038,""30000"":44038,""60000"":44038,""300000"":44038,""600000"":44038,""1800000"":44038,""3600000"":44038,""+Inf"":44038}"
2026-09-26T19:55:28Z,currencyservice,866186,866163,0,0,23,2678667,866163,"{""0.5"":31725,""1"":31725,""5"":739897,""10"":833782,""25"":857938,""50"":863289,""100"":866093,""250"":866163,""500"":866163,""1000"":866163,""2500"":866163,""5000"":866163,""10000"":866163,""30000"":866163,""60000"":866163,""300000"":866163,""600000"":866163,""1800000"":866163,""3600000"":866163,""+Inf"":866163}"
2026-09-26T19:55:28Z,emailservice,44118,44013,0,0,105,376767,44013,"{""0.5"":1,""1"":1,""5"":37278,""10"":40436,""25"":41170,""50"":41962,""100"":43069,""250"":43914,""500"":44013,""1000"":44013,""2500"":44013,""5000"":44013,""10000"":44013,""30000"":44013,""60000"":44013,""300000"":44013,""600000"":44013,""1800000"":44013,""3600000"":44013,""+Inf"":44013}"
2026-09-26T19:55:28Z,frontend,520557,329824,0,189746,987,498674828,519570,"{""0.5"":0,""1"":0,""5"":3841,""10"":14466,""25"":21211,""50"":25914,""100"":34851,""250"":40121,""500"":63706,""1000"":293256,""2500"":519570,""5000"":519570,""10000"":519570,""30000"":519570,""60000"":519570,""300000"":519570,""600000"":519570,""1800000"":519570,""3600000"":519570,""+Inf"":519570}"
2026-09-26T19:55:28Z,paymentservice,44125,44125,0,0,0,167323,44125,"{""0.5"":157,""1"":157,""5"":41960,""10"":42986,""25"":43216,""50"":43464,""100"":43788,""250"":44087,""500"":44125,""1000"":44125,""2500"":44125,""5000"":44125,""10000"":44125,""30000"":44125,""60000"":44125,""300000"":44125,""600000"":44125,""1800000"":44125,""3600000"":44125,""+Inf"":44125}"
2026-09-26T19:55:28Z,productcatalogservice,2278884,2278851,0,0,33,6097015,2278851,"{""0.5"":358285,""1"":358285,""5"":1859320,""10"":2252316,""25"":2278465,""50"":2278829,""100"":2278851,""250"":2278851,""500"":2278851,""1000"":2278851,""2500"":2278851,""5000"":2278851,""10000"":2278851,""30000"":2278851,""60000"":2278851,""300000"":2278851,""600000"":2278851,""1800000"":2278851,""3600000"":2278851,""+Inf"":2278851}"
2026-09-26T19:55:28Z,recommendationservice,953812,764050,0,0,189762,362843262,764050,"{""0.5"":0,""1"":0,""5"":536,""10"":4724,""25"":8673,""50"":11182,""100"":13517,""250"":17044,""500"":269937,""1000"":764050,""2500"":764050,""5000"":764050,""10000"":764050,""30000"":764050,""60000"":764050,""300000"":764050,""600000"":764050,""1800000"":764050,""3600000"":764050,""+Inf"":764050}"
2026-09-26T19:55:28Z,redis-cart,0,0,0,0,0,0,0,
2026-09-26T19:55:28Z,shippingservice,200461,200454,0,0,7,155177,200454,"{""0.5"":76245,""1"":76245,""5"":199428,""10"":200370,""25"":200450,""50"":200454,""100"":200454,""250"":200454,""500"":200454,""1000"":200454,""2500"":200454,""5000"":200454,""10000"":200454,""30000"":200454,""60000"":200454,""300000"":200454,""600000"":200454,""1800000"":200454,""3600000"":200454,""+Inf"":200454}"
2026-09-26T19:55:29Z,adservice,147419,147417,0,0,3,199175,147416,"{""0.5"":9638,""1"":9638,""5"":145197,""10"":146879,""25"":147128,""50"":147322,""100"":147409,""250"":147416,""500"":147416,""1000"":147416,""2500"":147416,""5000"":147416,""10000"":147416,""30000"":147416,""60000"":147416,""300000"":147416,""600000"":147416,""1800000"":147416,""3600000"":147416,""+Inf"":147416}"
2026-09-26T19:55:29Z,cartservice,538492,538491,0,0,1,1309354,538491,"{""0.5"":25,""1"":25,""5"":500950,""10"":536529,""25"":538485,""50"":538485,""100"":538485,""250"":538485,""500"":538491,""1000"":538491,""2500"":538491,""5000"":538491,""10000"":538491,""30000"":538491,""60000"":538491,""300000"":538491,""600000"":538491,""1800000"":538491,""3600000"":538491,""+Inf"":538491}"
2026-09-26T19:55:29Z,checkoutservice,44125,44038,0,0,87,2857761,44038,"{""0.5"":0,""1"":0,""5"":0,""10"":0,""25"":0,""50"":20708,""100"":40427,""250"":43074,""500"":43981,""1000"":44038,""2500"":44038,""5000"":44038,""10000"":44038,""30000"":44038,""60000"":44038,""300000"":44038,""600000"":44038,""1800000"":44038,""3600000"":44038,""+Inf"":44038}"
2026-09-26T19:55:29Z,currencyservice,866186,866163,0,0,23,2678667,866163,"{""0.5"":31725,""1"":31725,""5"":739897,""10"":833782,""25"":857938,""50"":863289,""100"":866093,""250"":866163,""500"":866163,""1000"":866163,""2500"":866163,""5000"":866163,""10000"":866163,""30000"":866163,""60000"":866163,""300000"":866163,""600000"":866163,""1800000"":866163,""3600000"":866163,""+Inf"":866163}"
2026-09-26T19:55:29Z,emailservice,44118,44013,0,0,105,376767,44013,"{""0.5"":1,""1"":1,""5"":37278,""10"":40436,""25"":41170,""50"":41962,""100"":43069,""250"":43914,""500"":44013,""1000"":44013,""2500"":44013,""5000"":44013,""10000"":44013,""30000"":44013,""60000"":44013,""300000"":44013,""600000"":44013,""1800000"":44013,""3600000"":44013,""+Inf"":44013}"
2026-09-26T19:55:29Z,frontend,520557,329824,0,189746,987,498674828,519570,"{""0.5"":0,""1"":0,""5"":3841,""10"":14466,""25"":21211,""50"":25914,""100"":34851,""250"":40121,""500"":63706,""1000"":293256,""2500"":519570,""5000"":519570,""10000"":519570,""30000"":519570,""60000"":519570,""300000"":519570,""600000"":519570,""1800000"":519570,""3600000"":519570,""+Inf"":519570}"
2026-09-26T19:55:29Z,paymentservice,44125,44125,0,0,0,167323,44125,"{""0.5"":157,""1"":157,""5"":41960,""10"":42986,""25"":43216,""50"":43464,""100"":43788,""250"":44087,""500"":44125,""1000"":44125,""2500"":44125,""5000"":44125,""10000"":44125,""30000"":44125,""60000"":44125,""300000"":44125,""600000"":44125,""1800000"":44125,""3600000"":44125,""+Inf"":44125}"
2026-09-26T19:55:29Z,productcatalogservice,2278884,2278851,0,0,33,6097015,2278851,"{""0.5"":358285,""1"":358285,""5"":1859320,""10"":2252316,""25"":2278465,""50"":2278829,""100"":2278851,""250"":2278851,""500"":2278851,""1000"":2278851,""2500"":2278851,""5000"":2278851,""10000"":2278851,""30000"":2278851,""60000"":2278851,""300000"":2278851,""600000"":2278851,""1800000"":2278851,""3600000"":2278851,""+Inf"":2278851}"
2026-09-26T19:55:29Z,recommendationservice,953812,764050,0,0,189762,362843262,764050,"{""0.5"":0,""1"":0,""5"":536,""10"":4724,""25"":8673,""50"":11182,""100"":13517,""250"":17044,""500"":269937,""1000"":764050,""2500"":764050,""5000"":764050,""10000"":764050,""30000"":764050,""60000"":764050,""300000"":764050,""600000"":764050,""1800000"":764050,""3600000"":764050,""+Inf"":764050}"
2026-09-26T19:55:29Z,redis-cart,0,0,0,0,0,0,0,
2026-09-26T19:55:29Z,shippingservice,200461,200454,0,0,7,155177,200454,"{""0.5"":76245,""1"":76245,""5"":199428,""10"":200370,""25"":200450,""50"":200454,""100"":200454,""250"":200454,""500"":200454,""1000"":200454,""2500"":200454,""5000"":200454,""10000"":200454,""30000"":200454,""60000"":200454,""300000"":200454,""600000"":200454,""1800000"":200454,""3600000"":200454,""+Inf"":200454}"
2026-09-26T19:55:30Z,adservice,147419,147417,0,0,3,199175,147416,"{""0.5"":9638,""1"":9638,""5"":145197,""10"":146879,""25"":147128,""50"":147322,""100"":147409,""250"":147416,""500"":147416,""1000"":147416,""2500"":147416,""5000"":147416,""10000"":147416,""30000"":147416,""60000"":147416,""300000"":147416,""600000"":147416,""1800000"":147416,""3600000"":147416,""+Inf"":147416}"
2026-09-26T19:55:30Z,cartservice,538492,538491,0,0,1,1309354,538491,"{""0.5"":25,""1"":25,""5"":500950,""10"":536529,""25"":538485,""50"":538485,""100"":538485,""250"":538485,""500"":538491,""1000"":538491,""2500"":538491,""5000"":538491,""10000"":538491,""30000"":538491,""60000"":538491,""300000"":538491,""600000"":538491,""1800000"":538491,""3600000"":538491,""+Inf"":538491}"
2026-09-26T19:55:30Z,checkoutservice,44125,44038,0,0,87,2857761,44038,"{""0.5"":0,""1"":0,""5"":0,""10"":0,""25"":0,""50"":20708,""100"":40427,""250"":43074,""500"":43981,""1000"":44038,""2500"":44038,""5000"":44038,""10000"":44038,""30000"":44038,""60000"":44038,""300000"":44038,""600000"":44038,""1800000"":44038,""3600000"":44038,""+Inf"":44038}"
2026-09-26T19:55:30Z,currencyservice,866186,866163,0,0,23,2678667,866163,"{""0.5"":31725,""1"":31725,""5"":739897,""10"":833782,""25"":857938,""50"":863289,""100"":866093,""250"":866163,""500"":866163,""1000"":866163,""2500"":866163,""5000"":866163,""10000"":866163,""30000"":866163,""60000"":866163,""300000"":866163,""600000"":866163,""1800000"":866163,""3600000"":866163,""+Inf"":866163}"
2026-09-26T19:55:30Z,emailservice,44118,44013,0,0,105,376767,44013,"{""0.5"":1,""1"":1,""5"":37278,""10"":40436,""25"":41170,""50"":41962,""100"":43069,""250"":43914,""500"":44013,""1000"":44013,""2500"":44013,""5000"":44013,""10000"":44013,""30000"":44013,""60000"":44013,""300000"":44013,""600000"":44013,""1800000"":44013,""3600000"":44013,""+Inf"":44013}"
2026-09-26T19:55:30Z,frontend,520557,329824,0,189746,987,498674828,519570,"{""0.5"":0,""1"":0,""5"":3841,""10"":14466,""25"":21211,""50"":25914,""100"":34851,""250"":40121,""500"":63706,""1000"":293256,""2500"":519570,""5000"":519570,""10000"":519570,""30000"":519570,""60000"":519570,""300000"":519570,""600000"":519570,""1800000"":519570,""3600000"":519570,""+Inf"":519570}"
2026-09-26T19:55:30Z,paymentservice,44125,44125,0,0,0,167323,44125,"{""0.5"":157,""1"":157,""5"":41960,""10"":42986,""25"":43216,""50"":43464,""100"":43788,""250"":44087,""500"":44125,""1000"":44125,""2500"":44125,""5000"":44125,""10000"":44125,""30000"":44125,""60000"":44125,""300000"":44125,""600000"":44125,""1800000"":44125,""3600000"":44125,""+Inf"":44125}"
